"","age","gender","occupation","qqm","dsse_1","dsse_2","dsse_3","dsse_4","dsse_5","dsse_6","dsse_7","dsse_8","dsse_9","dsse_10","dsse_11","dsse_12","dsse_13","dsse_14","dsse_15","dsse_16","dsse_17","dsse_18","dsse_19","dsse_20","dsse_21","dsse_22","dsse_23","dsse_24","dsse_25","sise","open"
"168",21,"2","1","2",3,4,5,4,1,4,3,2,1,2,2,2,4,3,4,4,5,3,4,4,3,5,1,5,4,4,4
"169",20,"1","1","2",5,2,5,3,3,4,2,3,1,4,5,4,5,5,4,5,5,2,5,5,5,5,5,5,4,4,4
"170",20,"2","1","1",5,2,4,1,1,4,1,1,4,4,5,4,5,4,2,4,5,2,4,4,5,5,2,5,2,3,3
"171",19,"2","1","2",5,4,4,3,4,5,1,3,2,5,5,3,3,4,4,5,5,3,4,4,3,5,3,5,2,2,2
"172",19,"2","1","1",5,5,3,4,2,4,2,4,2,4,4,4,4,4,5,4,5,2,4,4,4,4,2,5,4,3,3
"173",54,"1","2","2",4,4,3,4,3,4,4,4,2,2,4,4,4,4,3,4,5,2,4,4,3,5,4,5,3,3,3
"174",20,"1","1","2",4,2,3,1,1,2,3,1,4,1,4,2,5,4,4,5,5,1,3,5,5,4,5,5,4,2,2
"175",63,"1","6","2",4,2,4,2,3,4,4,2,3,3,1,4,2,4,3,3,5,3,4,4,3,3,2,4,1,5,5
"176",29,"2","2","2",5,5,4,4,2,2,2,4,2,4,4,4,4,4,4,4,5,2,4,4,4,4,3,4,3,3,3
"177",60,"1","2","2",2,3,4,3,3,4,3,3,2,4,4,2,4,4,4,4,4,2,4,4,3,4,4,5,2,4,4
"178",60,"2","2","2",3,2,5,1,1,4,2,1,1,2,4,4,3,4,4,4,4,2,4,5,4,5,3,5,5,3,3
"179",21,"1","3","2",5,5,5,2,1,4,2,1,4,3,4,4,5,4,1,5,4,1,4,3,3,5,5,5,5,5,5
"180",21,"1","3","2",5,2,5,3,2,2,4,3,5,3,2,4,4,5,4,4,5,3,4,4,5,4,3,4,3,1,1
"181",22,"1","1","2",4,5,1,4,1,4,5,2,4,5,5,5,5,4,4,4,3,5,4,4,4,2,4,4,2,1,1
"182",27,"1","1","2",5,2,2,5,2,4,3,4,1,4,2,2,4,5,5,5,4,4,4,4,4,4,4,5,2,2,2
"183",52,"2","2","2",4,3,4,4,3,4,2,4,2,3,2,4,4,4,4,4,4,3,3,4,3,4,4,4,4,1,1
"184",20,"2","1","2",4,5,4,4,4,5,1,1,5,3,4,5,4,5,3,5,5,4,3,4,3,3,1,5,3,2,2
"185",20,"2","1","2",4,3,4,4,2,4,2,2,2,3,4,4,5,5,3,4,4,4,5,4,4,4,4,4,4,2,2
"186",55,"2","2","2",4,4,5,4,3,4,1,4,2,1,3,1,3,4,4,4,4,1,4,2,4,4,5,5,3,4,4
"187",20,"1","2","2",4,4,5,2,1,4,4,3,2,4,2,2,4,4,4,4,4,3,5,4,3,4,2,5,4,4,4
"188",22,"1","1","2",4,3,4,1,1,4,1,1,3,2,2,3,3,5,2,2,1,1,1,2,1,1,2,3,1,4,4
"189",21,"1","1","2",4,3,2,2,1,4,2,2,1,2,2,2,4,4,2,3,4,4,4,3,3,5,3,5,4,3,3
"190",20,"2","1","2",4,4,4,1,1,3,1,1,4,4,4,4,4,2,3,3,4,3,4,4,4,4,3,4,3,1,1
"191",25,"1","2","2",3,4,4,3,1,5,3,2,3,4,2,2,3,5,3,5,5,4,5,5,5,5,5,5,4,3,3
"192",31,"1","2","2",4,4,4,3,2,4,2,3,2,2,4,2,3,5,4,4,4,1,3,4,3,5,2,5,1,4,4
"193",22,"2","1","2",4,4,4,2,2,4,3,3,3,2,2,4,4,3,4,4,4,2,4,4,4,2,4,2,2,3,3
"194",21,"2","1","2",4,3,3,4,3,4,2,3,4,5,4,4,4,5,4,5,5,4,5,5,5,4,3,2,3,1,1
"195",20,"2","1","2",4,4,4,3,1,4,2,3,5,5,5,4,5,3,4,4,4,4,4,4,4,4,5,4,4,1,1
"196",20,"2","1","2",4,3,4,3,3,4,3,3,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,1,1
"197",20,"2","1","2",3,2,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,5,4,3,4,3,2,4,2,2,2
"198",21,"1","1","2",3,2,4,4,1,3,1,2,1,1,2,2,1,4,4,5,4,1,3,2,3,4,4,5,4,4,4
"199",66,"2","6","2",4,2,4,2,3,3,2,2,2,2,2,3,4,3,3,3,3,1,3,3,3,3,4,4,3,1,1
"200",29,"1","2","2",4,4,4,3,1,4,2,3,3,2,2,4,4,3,3,4,4,3,4,4,4,5,3,5,4,3,3
"201",22,"2","1","2",5,4,4,4,1,4,3,3,2,4,4,4,5,4,3,3,4,2,4,4,5,5,2,5,5,3,3
"202",21,"2","1","2",4,4,4,4,2,4,2,4,4,5,5,5,5,3,4,4,4,3,4,5,2,5,4,4,5,1,1
"203",34,"1","2","2",3,4,4,3,2,4,2,3,2,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3
"204",62,"2","2","2",4,4,4,3,3,4,3,3,3,2,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3
"205",20,"1","1","2",4,4,4,4,1,4,2,2,2,3,3,4,2,5,4,4,4,2,5,5,4,4,3,5,3,3,3
"206",22,"2","1","2",5,3,5,4,1,4,2,4,2,2,4,2,4,3,4,4,5,2,5,5,4,4,2,5,4,5,5
"207",20,"2","1","2",5,2,4,2,1,4,1,2,5,2,4,5,5,4,5,4,5,2,4,5,4,3,5,4,4,1,1
"208",21,"1","1","2",4,1,2,2,1,4,2,2,1,2,2,5,4,4,3,2,4,2,4,3,4,4,1,4,4,2,2
"209",21,"2","5","2",5,4,3,5,3,5,4,4,4,4,5,5,5,3,4,5,5,2,5,4,4,4,2,4,3,2,2
"210",55,"3","2","2",4,4,4,2,2,4,3,2,2,2,2,2,4,4,4,4,3,3,3,3,3,2,2,2,4,2,2
"211",19,"2","1","2",4,3,4,4,3,4,2,4,4,2,4,5,5,4,4,5,4,4,4,4,3,5,3,5,5,2,2
"212",19,"2","3","2",4,3,3,4,4,4,2,4,4,4,4,5,4,4,4,4,3,3,4,4,4,3,3,4,3,2,2
"213",27,"1","1","2",4,4,4,4,1,5,2,4,1,2,3,3,4,5,4,5,4,2,4,5,3,3,2,4,1,3,3
"214",24,"2","1","2",4,4,3,2,3,4,2,3,1,4,2,2,2,5,4,4,4,2,4,4,2,4,2,4,4,2,2
"215",22,"1","1","2",5,4,4,3,3,5,2,3,1,4,3,4,4,4,4,4,5,2,4,4,4,5,3,4,1,3,3
"216",28,"1","2","2",3,4,4,4,2,4,3,4,2,4,4,4,4,4,4,5,4,3,3,5,4,5,5,5,5,4,4
"217",21,"1","2","2",4,4,4,2,1,4,2,3,2,2,4,2,4,3,4,3,4,2,4,4,4,4,4,4,2,4,4
"218",19,"2","1","2",4,4,3,4,2,5,2,2,2,4,4,4,4,4,4,2,4,3,4,3,2,4,4,4,4,2,2
"219",50,"2","6","2",4,4,4,2,2,2,2,2,2,3,2,4,4,4,3,4,4,4,4,3,3,4,2,4,2,2,2
"220",20,"2","2","2",4,4,4,2,2,4,3,2,4,3,4,3,5,4,4,4,4,2,3,3,4,4,4,4,5,3,3
"221",21,"2","1","2",4,4,4,4,4,4,4,4,2,4,5,4,5,3,4,5,5,4,5,5,4,5,3,5,4,2,2
"222",21,"2","1","2",5,4,4,2,1,4,3,2,1,4,4,3,4,3,4,3,4,2,4,5,4,4,4,4,5,3,3
"223",31,"2","2","2",4,4,3,3,3,3,4,3,2,2,4,4,3,5,4,4,5,2,5,4,4,5,4,4,2,2,2
"224",20,"2","1","2",5,4,2,3,2,4,2,4,3,3,3,4,4,4,4,4,5,3,4,4,4,4,2,5,4,3,3
"225",55,"2","4","2",2,3,5,3,3,4,1,1,3,2,3,3,3,4,4,4,4,3,3,3,4,5,3,4,4,3,3
"226",20,"2","1","2",4,3,4,4,2,4,2,4,2,4,3,4,4,4,4,4,4,2,4,4,2,4,4,3,3,1,1
"227",56,"2","6","2",4,4,4,2,2,4,4,1,2,4,4,3,4,4,4,4,4,1,5,5,4,4,4,4,5,3,3
"228",19,"2","4","1",5,5,4,5,3,5,3,4,3,5,5,4,5,4,4,4,5,2,4,5,4,4,4,3,2,3,3
"229",19,"2","3","2",5,5,4,3,2,5,1,3,4,2,2,3,4,2,4,4,4,2,4,4,4,5,4,5,5,3,3
"230",21,"1","1","2",5,5,3,2,1,4,3,1,4,5,2,5,4,5,3,4,5,4,4,4,4,4,4,3,3,1,1
"231",20,"2","1","1",5,4,4,3,2,4,3,3,4,4,4,5,5,4,3,4,4,4,4,5,3,4,2,3,3,2,2
"232",24,"2","4","2",4,4,3,3,3,4,1,4,5,5,5,4,5,4,4,4,5,5,5,4,5,5,4,5,5,2,2
"233",23,"2","1","2",3,5,5,3,3,4,1,3,3,4,4,4,5,4,5,4,4,4,5,5,5,5,3,3,3,3,3
"234",21,"2","1","2",4,3,4,2,1,4,2,3,2,2,3,2,2,2,4,4,4,2,4,4,4,4,4,5,3,3,3
"235",20,"2","1","2",4,3,5,1,1,4,1,3,1,3,3,1,4,5,5,4,5,4,4,5,4,5,4,5,4,4,4
"236",22,"2","1","2",5,4,2,4,2,4,4,4,4,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,1,1
"237",22,"2","1","1",4,3,2,1,1,4,3,1,4,4,3,5,4,4,4,4,5,2,5,5,5,4,5,4,2,2,2
"238",20,"2","4","2",4,5,4,4,3,4,2,3,3,3,5,4,5,4,4,3,5,2,5,5,4,4,5,4,4,3,3
"239",23,"1","1","2",4,4,3,3,3,4,2,3,1,4,4,2,4,4,4,4,4,2,2,2,2,5,4,5,4,4,4
"240",23,"2","1","2",4,4,4,2,2,4,2,4,2,3,4,2,4,3,4,4,4,3,5,4,4,4,2,4,3,3,3
"241",24,"1","2","2",5,4,5,4,1,5,4,4,1,4,4,2,4,5,5,5,5,1,4,5,4,5,4,5,5,5,5
"242",20,"2","1","2",5,5,2,4,1,5,3,4,4,4,5,4,5,4,4,4,5,4,5,5,5,5,4,5,5,1,1
"243",22,"3","2","2",3,4,3,3,1,4,1,1,1,2,4,1,4,1,1,4,5,2,5,4,3,3,1,4,1,3,3
"244",21,"2","1","2",4,4,2,3,2,4,2,4,1,3,2,1,3,4,4,5,5,4,5,4,4,5,4,5,2,1,1
"245",19,"3","1","2",5,4,3,2,4,4,4,2,3,5,4,4,5,3,4,5,5,4,5,4,3,5,4,5,4,2,2
"246",61,"1","2","2",4,4,4,3,3,4,3,3,1,2,2,1,3,3,3,4,3,3,4,4,3,1,4,4,3,2,2
"247",20,"1","1","2",5,5,5,3,3,5,4,3,2,2,4,2,4,5,5,5,5,4,4,4,5,5,4,5,5,3,3
"248",20,"2","2","2",4,3,2,3,1,3,2,3,1,3,2,2,4,4,4,4,4,2,3,2,2,5,2,4,2,3,3
"249",19,"2","1","2",5,3,3,3,2,4,3,3,1,4,4,2,4,3,4,4,5,4,5,5,4,5,4,5,4,2,2
"250",20,"1","2","2",2,2,4,2,1,2,1,1,2,2,2,4,4,5,5,4,5,2,3,3,3,5,2,4,4,4,4
"251",59,"2","4","2",5,4,2,2,3,2,3,3,4,4,2,4,4,5,4,5,5,4,4,4,4,4,5,4,5,1,1
"252",19,"2","1","2",4,4,3,3,3,4,2,3,2,5,5,3,5,4,4,4,5,3,5,4,4,5,3,5,4,2,2
"253",22,"2","2","2",4,4,4,3,3,4,2,3,2,4,5,4,4,4,3,4,4,4,5,4,5,4,1,5,2,3,3
"254",23,"1","1","2",4,4,2,2,2,4,3,2,4,4,4,4,4,5,4,4,4,4,5,5,4,4,2,4,4,1,1
"255",21,"2","1","2",3,4,4,3,2,4,2,2,2,3,3,3,4,4,4,4,4,2,4,4,2,4,3,4,4,3,3
"256",55,"2","2","2",4,5,3,2,1,4,4,3,3,2,3,3,4,5,4,4,4,2,4,4,4,3,4,4,4,2,2
"257",20,"1","1","2",4,4,3,4,2,4,4,3,5,4,4,5,5,4,5,5,5,4,5,1,5,4,5,5,4,1,1
"258",22,"2","1","2",5,1,4,5,5,5,5,5,4,5,4,5,5,3,5,3,5,2,5,5,4,5,1,5,3,3,3
"259",20,"1","1","2",4,4,4,3,1,3,2,2,5,2,3,3,5,4,3,4,4,4,2,3,3,4,3,5,3,2,2
"260",20,"1","1","1",5,4,4,3,2,4,2,3,2,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,3,3
"261",22,"2","1","2",4,4,4,4,1,2,2,4,2,4,2,4,4,4,4,4,4,5,5,5,5,4,4,4,4,2,2
"262",49,"2","4","2",4,4,4,3,3,4,2,3,2,2,2,2,3,4,4,4,5,2,4,4,3,5,4,5,4,3,3
"263",22,"1","4","2",4,3,4,3,1,4,3,3,1,3,4,3,2,4,4,4,5,2,4,4,3,5,1,3,2,2,2
"264",20,"2","1","2",4,2,4,2,1,4,2,1,3,4,3,3,4,5,4,4,4,1,5,5,4,4,3,5,3,2,2
"265",19,"3","1","2",3,4,3,4,2,3,2,4,3,5,4,4,4,4,4,4,4,5,4,3,4,4,4,2,4,3,3
"266",20,"1","1","2",3,3,4,2,1,3,1,3,2,2,3,3,3,4,3,3,4,2,2,2,2,4,4,4,3,2,2
"267",19,"1","1","2",5,4,3,3,2,4,3,4,3,3,3,4,4,3,3,4,4,3,5,4,4,4,4,4,2,2,2
"268",19,"1","1","2",4,3,3,3,2,4,1,3,3,2,4,2,4,3,5,3,5,1,5,5,5,3,4,4,1,1,1
"269",21,"1","2","2",4,4,3,4,2,5,3,2,1,5,5,4,5,2,4,4,5,3,4,5,4,5,4,5,4,3,3
"270",20,"2","1","2",5,4,5,5,4,4,2,4,3,4,4,5,5,4,5,4,4,4,4,4,3,4,4,5,5,2,2
"271",20,"2","1","2",4,4,4,4,2,4,3,3,2,3,3,3,4,4,4,4,5,4,5,5,4,4,4,5,4,3,3
"272",19,"2","1","2",4,4,4,3,2,4,2,3,3,4,4,3,4,4,3,4,5,3,5,4,4,4,4,5,4,3,3
"273",19,"2","1","2",5,5,3,3,2,5,4,3,3,3,5,3,5,4,5,5,5,4,4,5,4,5,2,5,3,3,3
"274",20,"2","1","2",4,3,5,2,2,3,2,2,4,3,2,3,4,5,4,4,4,3,4,4,4,3,4,4,4,3,3
"275",21,"2","1","2",4,4,4,4,3,5,1,4,4,5,2,5,5,5,5,5,5,4,5,5,5,5,4,5,2,2,2
"276",19,"2","1","2",4,4,4,4,2,5,2,3,2,5,4,4,5,4,5,4,4,3,5,5,5,5,4,4,4,3,3
"277",20,"2","1","2",3,4,4,4,1,5,1,2,2,4,5,5,5,4,3,3,5,4,5,4,4,4,4,5,4,3,3
"278",25,"2","2","2",3,3,4,2,1,2,1,1,1,2,2,1,1,2,4,4,4,1,1,2,2,5,1,5,3,3,3
"279",20,"2","1","2",4,4,4,4,3,4,4,4,2,4,4,3,4,3,4,4,4,2,4,4,4,4,2,4,3,3,3
"280",53,"1","2","2",4,5,4,5,3,5,4,4,1,4,4,1,5,2,4,5,5,4,5,4,4,3,4,4,1,1,1
"281",19,"2","4","2",5,4,5,4,2,4,3,4,4,5,4,5,5,4,5,5,5,2,5,4,4,5,2,5,5,2,2
"282",20,"2","1","2",4,5,4,4,2,4,2,3,2,4,3,4,4,3,4,5,5,3,4,4,3,5,3,5,5,2,2
"283",22,"2","4","2",5,4,4,4,1,5,2,4,1,3,4,2,4,3,4,4,5,4,5,2,4,5,3,4,2,4,4
"284",57,"1","2","2",4,4,4,3,3,4,3,3,2,1,2,2,4,5,4,4,5,1,4,5,4,2,2,4,2,4,4
"285",19,"2","1","2",5,4,2,4,1,5,1,4,5,5,2,5,5,4,2,4,4,4,5,5,5,5,5,5,5,1,1
"286",22,"1","2","2",4,2,4,4,1,4,2,2,2,2,2,2,2,3,2,4,4,2,2,2,2,4,2,4,3,2,2
"287",21,"2","1","2",4,2,3,2,2,4,2,4,3,3,4,4,4,5,4,4,4,2,4,4,4,4,2,4,2,2,2
"288",56,"2","4","2",4,4,4,3,1,4,4,3,3,2,4,4,4,5,4,4,4,3,4,4,4,4,3,4,4,2,2
"289",20,"1","1","2",3,2,2,1,1,1,2,1,1,1,2,5,4,2,3,4,4,3,4,5,2,4,2,5,1,3,3
"290",20,"2","1","2",4,4,4,2,2,4,1,2,5,3,5,2,5,4,3,5,5,2,4,5,3,4,2,4,5,2,2
"291",23,"2","1","1",4,4,4,4,2,4,2,2,2,4,4,3,4,2,4,3,5,4,4,4,4,4,2,5,4,3,3
"292",20,"1","1","2",5,4,3,3,1,5,4,3,2,4,4,4,3,4,4,4,4,2,5,4,4,4,3,5,5,3,3
"293",20,"2","1","1",4,3,4,2,1,4,2,2,1,2,4,4,4,4,3,3,5,2,5,5,4,5,2,4,4,3,3
"294",20,"1","1","2",4,2,4,4,2,4,1,3,2,3,4,3,4,3,4,3,4,2,4,5,4,5,2,5,5,4,4
"295",19,"3","3","2",4,5,4,2,1,5,1,3,4,4,4,5,4,4,4,4,5,2,5,4,4,4,5,3,2,1,1
"296",22,"3","1","2",4,2,4,3,3,4,1,3,4,2,4,2,2,3,4,3,4,2,4,4,4,4,2,4,3,3,3
"297",20,"2","1","2",5,4,2,4,3,5,5,4,3,5,5,5,5,4,4,4,5,5,5,5,4,4,3,4,3,1,1
"298",23,"1","2","2",4,4,4,3,2,3,2,2,2,2,2,2,2,3,4,5,4,2,4,4,3,5,4,5,3,3,3
"299",24,"1","2","2",4,4,4,1,1,4,2,1,1,3,2,4,2,2,4,4,4,2,3,4,3,4,2,4,2,3,3
"300",26,"2","2","2",4,4,4,3,3,4,2,3,4,5,4,5,5,3,3,4,4,4,4,4,3,5,2,5,4,1,1
"301",28,"2","2","2",5,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,2,2
"302",55,"2","2","2",4,4,4,3,2,3,2,3,2,2,2,2,3,5,4,4,5,3,4,4,5,4,2,4,4,3,3
"303",23,"2","2","2",5,5,4,3,2,5,3,4,3,5,4,3,5,4,4,5,4,4,3,4,4,5,4,5,4,2,2
"304",23,"1","1","1",4,4,3,3,1,5,2,3,2,3,4,4,4,4,4,4,4,2,4,5,4,2,2,5,3,2,2
"305",23,"1","2","2",5,4,4,4,2,4,3,3,2,2,2,3,3,4,4,4,4,2,4,4,3,4,2,4,3,3,3
"306",23,"1","1","2",4,2,5,3,1,4,1,1,2,1,1,1,3,4,5,5,4,3,3,2,2,3,4,5,2,5,5
"307",20,"2","1","2",5,5,4,4,2,5,3,4,3,4,5,4,1,4,4,4,5,3,4,4,4,4,4,5,3,3,3
"308",35,"1","2","2",4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,5,4,4,4,1,1
"309",19,"1","1","2",4,4,5,3,1,4,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2
"310",20,"2","1","2",4,4,5,2,1,3,1,2,1,2,2,4,3,4,3,3,4,2,4,4,2,4,2,4,2,2,2
"311",56,"2","4","2",4,4,2,2,3,4,3,2,2,2,2,3,3,4,4,4,3,3,4,4,3,5,4,4,4,4,4
"312",48,"2","2","2",4,5,3,3,3,4,2,3,3,3,4,2,4,3,3,4,3,3,4,2,3,4,4,4,4,1,1
"313",52,"2","2","2",4,2,4,4,2,4,1,4,4,4,3,4,4,5,4,4,5,2,4,4,4,5,4,5,2,3,3
"314",20,"1","1","2",5,4,4,1,1,2,1,2,1,1,1,2,4,1,4,4,4,1,2,3,1,5,1,4,3,5,5
"315",47,"1","2","2",4,2,4,3,3,4,3,4,2,1,3,2,4,3,5,4,4,2,4,4,4,4,1,4,4,3,3
"316",57,"1","2","2",4,4,5,4,1,5,2,4,2,3,2,2,3,4,4,4,5,2,4,4,4,4,4,4,2,3,3
"317",37,"1","2","2",4,4,4,3,3,4,3,4,2,3,2,3,3,4,4,4,5,2,4,4,4,4,2,4,3,3,3
"318",20,"2","1","2",4,4,4,4,3,5,1,4,3,4,4,4,4,3,4,4,4,5,4,4,3,4,3,4,3,2,2
"319",21,"1","1","2",5,4,3,3,3,5,1,2,2,4,3,3,3,5,4,2,4,5,5,5,3,4,4,4,4,2,2
"320",20,"2","1","2",5,4,5,5,2,4,2,5,2,3,4,3,4,3,4,4,4,2,4,4,3,5,1,3,1,3,3
"321",20,"2","1","2",4,4,5,4,1,4,4,2,1,2,5,4,4,2,2,4,4,2,4,3,2,4,3,5,2,4,4
"322",41,"2","4","2",4,4,4,3,3,4,3,2,2,4,4,4,4,4,4,5,4,2,3,4,2,4,4,4,2,2,2
"323",22,"1","1","2",5,5,5,1,1,5,4,3,1,2,4,1,4,5,3,4,5,4,5,5,4,5,3,5,3,4,4
"324",20,"2","1","2",4,4,4,3,3,4,2,3,3,3,4,3,4,3,3,3,4,3,4,4,4,4,3,4,3,3,3
"325",22,"1","2","2",5,4,4,3,1,4,3,2,2,4,1,4,2,4,5,5,4,2,3,4,2,4,2,4,2,3,3
"326",20,"2","4","2",4,2,4,2,2,4,2,2,3,4,2,4,4,4,4,2,5,2,4,4,4,4,2,4,4,1,1
"327",53,"1","6","2",4,4,5,2,2,3,2,2,2,1,2,2,3,5,3,4,4,3,3,4,3,4,2,4,4,4,4
"328",19,"2","2","2",4,4,4,3,3,3,3,3,3,3,4,4,5,3,4,3,5,2,4,4,4,4,3,4,4,3,3
"329",23,"1","2","2",2,2,3,2,2,4,3,2,2,3,2,2,3,2,3,2,4,2,2,4,2,2,3,5,3,4,4
"330",63,"1","2","2",3,4,4,3,3,3,3,3,2,2,2,2,3,4,4,4,4,3,4,4,4,4,3,5,4,3,3
"331",22,"2","2","2",4,4,4,2,1,3,2,1,2,2,4,2,4,4,5,5,4,2,4,4,4,5,2,4,3,3,3
"332",20,"1","1","2",4,3,5,2,1,4,1,2,1,2,1,1,1,4,5,5,5,1,5,4,4,4,2,5,4,5,5
"333",58,"2","4","2",5,1,5,4,1,2,1,2,2,1,1,1,2,1,5,1,5,1,4,2,2,5,1,5,3,5,5
"334",57,"2","4","2",4,4,4,5,3,4,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,2,2
"335",21,"1","1","2",3,3,4,4,1,3,3,2,2,3,3,3,3,3,3,4,5,3,4,3,4,4,2,4,3,3,3
"336",34,"2","2","2",4,2,4,3,2,4,1,2,2,2,2,4,5,4,4,4,5,3,5,5,4,4,4,4,2,3,3
"337",24,"1","2","2",4,2,2,2,1,3,5,2,4,4,4,5,5,3,3,3,4,4,2,4,2,4,2,4,4,1,1
