"","age","gender","occupation","qqm","dsse_1","dsse_2","dsse_3","dsse_4","dsse_5","dsse_6","dsse_7","dsse_8","dsse_9","dsse_10","dsse_11","dsse_12","dsse_13","dsse_14","dsse_15","dsse_16","dsse_17","dsse_18","dsse_19","dsse_20","dsse_21","dsse_22","dsse_23","dsse_24","dsse_25","sise","open"
"679",20,"1","1","2",5,4,5,1,1,2,2,1,4,3,3,2,4,5,4,3,5,3,5,5,5,4,3,5,3,2,2
"680",22,"1","1","2",4,4,5,5,1,5,1,4,3,3,3,2,3,5,3,4,5,4,4,4,4,5,3,5,3,3,3
"681",20,"2","1","2",4,4,4,4,2,4,2,3,2,3,4,2,4,4,5,4,5,2,5,5,4,4,4,4,3,3,3
"682",31,"1","2","2",4,4,3,4,3,4,3,4,1,3,4,4,5,5,4,4,4,3,1,4,4,5,1,5,4,2,2
"683",38,"2","2","2",4,4,4,3,3,4,1,3,3,3,3,4,4,4,3,4,4,2,4,4,4,4,3,4,2,3,3
"684",20,"2","1","2",4,1,4,3,1,4,1,4,1,2,4,4,5,5,4,5,5,1,4,5,4,5,4,5,5,4,4
"685",22,"1","2","2",3,4,3,3,1,2,1,3,1,1,3,2,3,4,5,5,4,1,3,4,3,4,3,5,3,1,1
"686",42,"2","6","2",4,4,5,1,1,4,1,1,3,3,4,5,4,5,5,5,4,4,2,4,3,5,5,5,4,2,2
"687",22,"2","1","2",4,3,4,4,3,4,1,4,1,4,4,4,4,2,4,4,5,2,3,4,4,5,4,5,2,4,4
"688",22,"2","1","2",4,3,2,4,1,4,1,2,2,4,4,4,5,3,3,3,5,2,4,2,2,4,1,5,2,2,2
"689",24,"1","1","2",4,3,5,4,1,3,3,2,1,3,3,3,4,4,3,5,4,3,4,3,4,5,4,5,3,4,4
"690",21,"1","1","2",2,2,4,1,1,1,1,1,2,4,1,1,1,4,1,1,4,1,4,4,4,4,2,5,1,3,3
"691",20,"1","1","2",4,4,2,1,1,4,1,1,1,4,4,2,2,4,3,4,4,3,4,4,4,4,1,4,2,2,2
"692",60,"2","2","2",4,4,5,3,2,3,1,3,1,3,4,1,1,4,3,4,4,1,4,3,3,3,1,4,3,4,4
"693",19,"1","1","2",5,5,4,4,1,5,2,2,2,4,4,3,5,5,5,5,5,3,5,5,5,5,2,4,2,4,4
"694",20,"1","1","2",5,4,3,4,2,4,2,3,2,2,4,2,4,4,5,4,4,2,4,4,1,5,3,5,1,3,3
"695",20,"1","1","2",4,4,4,2,1,3,2,1,3,1,1,4,4,4,5,4,4,4,4,4,4,4,2,4,3,4,4
"696",21,"1","1","2",4,4,5,2,1,4,1,1,1,3,4,4,4,5,3,3,4,2,4,4,3,2,3,3,1,3,3
"697",45,"2","2","2",4,5,5,3,3,5,3,4,1,3,4,4,4,3,3,4,5,1,2,3,3,4,4,3,4,4,4
"698",22,"2","1","2",4,3,3,4,2,3,2,4,2,4,2,4,3,3,4,3,4,2,3,3,4,4,4,4,4,2,2
"699",56,"1","2","2",4,4,2,3,3,4,3,3,2,3,2,4,2,5,4,4,4,2,4,4,3,4,4,5,4,3,3
"700",39,"2","4","2",3,2,4,4,3,4,2,4,4,5,2,4,4,4,4,5,5,2,4,3,4,4,1,5,5,1,1
"701",39,"2","2","2",4,4,2,4,2,5,2,5,4,4,4,4,5,4,4,5,1,4,4,4,4,4,4,5,4,1,1
"702",59,"1","2","2",4,4,4,3,3,4,1,3,1,2,2,2,2,1,4,4,4,3,3,4,4,2,1,1,2,4,4
"703",20,"2","1","2",5,5,4,4,2,5,4,4,4,4,4,5,4,4,4,4,5,2,4,4,4,3,2,4,2,2,2
"704",60,"1","2","2",4,4,2,4,3,4,2,4,3,2,3,2,2,4,4,4,5,4,4,4,4,5,4,4,4,2,2
"705",56,"2","2","2",5,1,5,3,4,4,2,3,2,1,1,5,3,5,5,5,4,1,4,3,2,5,2,5,4,4,4
"706",59,"1","2","2",5,4,5,3,1,4,1,5,1,1,1,1,1,5,5,5,5,1,2,5,1,5,1,5,5,3,3
"707",22,"1","2","2",4,4,5,2,1,3,3,2,4,3,2,4,2,3,4,4,4,2,4,4,4,4,5,4,2,3,3
"708",31,"2","2","2",4,3,4,4,3,4,3,4,2,4,4,3,4,4,5,4,4,3,3,3,3,5,3,5,3,2,2
"709",22,"2","1","2",4,4,3,3,4,4,3,4,3,4,4,5,5,4,4,4,4,3,4,4,4,4,3,5,4,1,1
"710",19,"3","3","2",4,3,3,4,2,5,3,2,2,5,5,3,5,4,4,4,4,3,4,4,4,4,2,3,2,3,3
"711",19,"2","1","2",4,2,4,3,3,4,2,4,2,4,3,3,4,3,4,4,5,3,2,3,2,4,4,4,3,4,4
"712",61,"2","3","2",4,3,5,1,1,1,1,2,4,1,1,4,1,4,3,4,4,1,3,3,3,3,1,3,1,4,4
"713",30,"2","2","2",4,4,4,4,2,4,1,4,4,2,3,4,4,4,5,5,4,2,4,4,2,5,4,5,4,2,2
"714",20,"2","1","2",5,4,4,3,1,5,2,3,2,4,4,4,4,4,4,4,4,3,3,4,3,5,4,4,4,4,4
"715",20,"2","1","2",2,3,4,2,1,3,1,3,1,2,3,1,4,2,3,4,4,2,2,4,4,3,2,4,4,3,3
"716",19,"1","1","2",4,4,2,4,4,5,4,5,2,4,5,4,5,4,4,5,4,5,4,4,4,4,5,4,2,2,2
"717",20,"2","4","2",4,3,4,3,2,4,2,3,4,5,4,4,5,3,4,3,4,4,5,4,4,4,3,4,3,2,2
"718",20,"1","1","2",5,5,4,3,1,5,5,3,4,4,4,4,5,4,4,5,4,4,5,4,4,2,2,5,4,1,1
"719",20,"2","1","2",5,4,4,5,4,5,4,4,1,5,5,5,5,3,4,4,4,5,3,2,2,5,4,4,5,2,2
"720",20,"2","1","2",4,4,4,4,2,4,2,2,2,4,4,4,4,4,4,4,4,2,5,5,4,5,2,5,4,3,3
"721",19,"2","1","2",4,4,4,3,2,4,1,3,2,4,3,4,4,2,5,4,5,4,5,5,5,4,5,4,1,2,2
"722",20,"2","1","2",5,4,5,5,5,5,4,4,3,4,4,5,5,4,4,4,5,4,2,5,4,3,3,3,4,2,2
"723",20,"1","2","2",5,2,2,2,1,4,4,4,2,4,5,5,5,3,3,2,5,3,5,4,5,3,2,4,3,2,2
"724",19,"2","1","2",5,3,4,3,1,4,1,3,1,2,4,3,5,2,3,4,4,2,5,4,3,4,1,4,5,3,3
"725",19,"2","1","2",5,4,2,4,2,5,2,2,2,4,4,5,5,4,4,4,5,4,5,4,4,4,4,4,3,2,2
"726",20,"2","1","2",5,4,5,5,3,5,2,5,2,4,4,3,4,5,4,4,5,2,4,4,4,4,4,3,3,3,3
"727",19,"2","1","2",4,3,4,5,3,4,3,5,2,4,4,4,4,4,3,4,5,2,4,4,2,3,5,4,2,2,2
"728",60,"1","2","2",4,2,4,1,2,3,1,2,1,1,1,2,1,3,3,2,4,1,4,4,4,3,2,5,2,4,4
"729",19,"1","1","2",3,2,4,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,2,4,3,3,4,3,3,2,2
"730",19,"1","1","2",5,2,2,3,1,4,1,3,2,4,3,4,2,5,4,4,5,5,5,5,4,4,2,4,3,3,3
"731",21,"1","1","2",4,4,4,3,2,3,3,3,3,4,2,4,4,4,4,4,5,3,5,5,5,4,1,5,4,3,3
"732",19,"1","1","2",2,4,4,4,1,4,2,2,2,3,2,4,5,4,4,3,5,4,4,4,4,4,3,5,1,2,2
"733",17,"2","1","2",4,2,1,1,2,4,1,4,3,2,4,5,5,2,4,4,4,4,5,5,2,4,1,5,3,2,2
"734",18,"2","1","2",4,5,3,3,2,4,1,3,4,3,4,3,4,4,5,4,5,2,5,4,4,4,4,4,2,3,3
"735",19,"2","1","2",5,5,2,4,2,5,1,1,2,5,4,4,5,4,3,4,5,2,4,4,4,5,4,5,2,2,2
"736",20,"1","1","2",5,4,3,3,1,5,5,2,1,2,2,4,5,4,5,5,5,5,5,4,5,4,4,4,4,2,2
"737",32,"2","2","2",4,4,4,2,2,4,2,2,4,4,4,5,4,4,4,5,4,3,3,4,3,4,3,5,4,1,1
"738",54,"1","2","2",4,4,5,2,4,4,2,2,2,4,4,4,2,5,3,4,2,2,4,3,4,4,1,5,4,4,4
"739",50,"2","4","2",4,2,4,2,1,3,1,1,2,3,2,3,4,4,4,5,4,3,4,4,3,5,3,5,4,3,3
"740",21,"2","1","2",3,3,2,3,2,3,1,3,2,3,3,3,3,3,4,4,4,3,4,4,4,5,4,5,3,3,3
"741",20,"2","1","1",4,4,4,4,2,4,2,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3
"742",19,"2","1","1",5,3,4,4,2,4,3,3,4,4,3,3,4,3,5,5,5,3,5,4,2,4,2,5,3,3,3
"743",61,"2","6","2",2,2,5,2,1,4,1,1,1,3,3,2,1,3,4,4,4,2,4,4,3,3,2,4,3,4,4
"744",19,"2","2","2",2,2,2,1,1,1,1,1,3,3,2,4,4,5,4,3,5,3,5,4,4,3,3,2,2,2,2
"745",21,"2","1","2",4,3,4,4,1,3,1,4,2,4,4,4,4,5,4,4,4,3,4,4,2,4,3,4,3,3,3
"746",38,"2","2","2",4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1
"747",19,"2","1","2",4,4,4,1,1,4,1,1,2,3,4,2,2,5,5,5,5,2,5,4,4,4,1,4,3,3,3
"748",18,"2","1","2",5,5,2,5,1,5,4,5,3,5,5,3,5,4,3,5,4,5,3,3,3,4,3,3,3,3,3
"749",19,"2","1","2",5,4,2,2,2,5,3,3,1,4,4,2,5,4,4,4,5,2,5,5,5,3,1,2,1,2,2
"750",20,"2","1","2",1,2,5,2,1,1,1,1,1,1,3,4,4,4,4,3,5,1,4,4,3,1,4,4,4,4,4
"751",18,"2","4","2",2,2,4,4,1,2,1,2,1,2,4,4,2,4,4,4,5,3,4,3,2,5,5,5,5,3,3
"752",22,"2","4","2",5,4,2,3,1,1,2,3,3,4,4,1,5,4,4,3,5,5,5,4,5,4,3,5,4,1,1
"753",21,"2","1","2",4,4,4,4,2,4,3,4,2,4,4,2,4,3,4,4,4,1,5,4,4,4,2,4,2,4,4
"754",20,"2","1","2",3,2,4,2,2,3,1,2,2,2,2,2,2,4,4,4,4,1,2,4,2,3,2,4,1,2,2
"755",23,"1","2","2",4,1,5,3,1,1,1,1,1,1,1,3,4,3,3,3,4,1,1,1,3,4,1,4,4,4,4
"756",20,"2","1","2",4,2,4,2,1,4,2,3,1,2,2,2,3,4,5,4,4,1,4,4,2,4,2,4,3,4,4
"757",43,"2","2","2",4,4,3,3,3,4,4,3,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,4,5,1,1
"758",33,"2","2","2",4,4,4,4,2,4,1,4,2,2,2,4,4,5,5,5,5,2,4,4,2,5,2,5,4,3,3
"759",19,"1","1","2",4,2,4,3,1,3,2,1,2,2,1,2,4,4,2,2,5,2,5,5,4,5,1,5,4,4,4
"760",22,"2","2","2",4,3,2,3,3,4,3,4,4,4,2,4,5,3,3,4,5,1,5,5,4,3,4,4,2,2,2
"761",18,"2","1","2",4,4,3,4,3,5,3,3,2,5,5,3,5,4,5,4,4,5,4,4,3,4,4,5,4,3,3
"762",20,"2","1","2",5,4,3,4,3,5,2,4,5,4,4,5,5,5,4,4,5,4,4,4,5,5,5,5,3,1,1
"763",20,"2","1","2",4,4,4,2,2,4,1,2,2,4,2,4,4,4,4,4,5,3,4,4,4,5,4,4,5,3,3
"764",21,"2","1","2",5,4,4,3,2,5,3,3,3,3,5,5,5,5,4,4,5,3,4,5,5,4,4,5,3,3,3
"765",49,"2","2","2",4,4,4,1,1,3,2,1,1,2,2,3,3,4,4,4,4,2,4,4,3,4,4,4,4,3,3
"766",20,"2","2","2",3,3,3,4,4,4,1,4,3,5,3,5,4,4,4,5,4,2,4,3,4,4,3,5,4,2,2
"767",75,"2","6","2",4,4,5,3,1,4,1,3,1,2,1,1,2,5,5,4,4,3,3,4,3,5,2,4,3,4,4
"768",19,"2","1","2",4,5,4,2,2,5,5,4,4,3,4,3,4,5,4,4,5,4,5,4,4,5,5,5,5,3,3
"769",19,"2","1","2",5,3,4,4,2,4,2,2,2,3,4,3,4,4,4,4,5,2,4,4,4,3,3,5,2,3,3
"770",21,"2","2","2",4,3,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,1,1
"771",91,"2","1","2",5,4,4,3,2,5,3,4,5,5,5,5,5,4,4,4,5,5,5,5,5,2,2,4,4,1,1
"772",21,"1","1","2",5,4,4,4,1,5,2,4,1,3,2,2,4,4,4,4,4,5,5,5,4,4,4,5,5,3,3
"773",32,"2","2","2",5,4,4,2,1,3,2,2,3,4,4,4,4,4,4,5,4,4,2,4,4,4,2,5,1,2,2
"774",20,"1","1","2",5,4,5,3,2,5,1,3,1,4,5,4,5,3,4,4,4,2,4,2,2,4,3,5,5,4,4
"775",19,"1","1","2",5,4,4,3,2,5,4,4,2,3,4,4,4,3,4,5,5,2,5,5,5,5,4,5,4,2,2
"776",19,"1","5","2",4,4,4,2,2,3,4,2,4,3,3,5,3,4,4,4,5,2,5,4,5,4,4,5,5,1,1
"777",19,"2","1","2",5,5,2,4,4,5,2,4,1,4,4,2,4,4,4,4,5,2,5,4,4,4,2,5,2,2,2
"778",20,"2","1","1",4,2,4,4,3,3,4,3,3,3,2,4,3,2,2,4,3,5,2,2,3,4,2,2,4,3,3
"779",19,"2","1","2",4,2,3,2,3,2,2,2,2,2,2,4,2,2,2,3,3,2,2,3,2,2,2,2,2,3,3
"780",24,"4","3","2",5,3,3,4,1,1,1,1,1,1,1,2,4,4,5,5,5,1,4,4,4,5,4,5,5,2,2
"781",50,"2","4","2",4,4,4,3,3,3,3,1,1,3,3,2,4,5,3,5,4,1,5,4,4,5,3,5,3,2,2
"782",21,"1","1","2",3,4,4,3,3,4,3,3,3,1,4,4,3,3,3,5,4,4,4,4,4,5,5,3,3,2,2
"783",53,"1","2","2",4,2,4,3,3,5,3,3,2,2,4,2,4,5,4,4,5,1,5,5,4,4,4,5,3,3,3
"784",52,"2","2","2",4,3,3,2,2,4,3,2,4,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,1,1
"785",43,"2","4","2",4,4,4,4,1,4,3,4,2,3,2,3,2,4,4,4,4,3,5,4,5,5,3,4,4,3,3
"786",19,"2","2","2",4,4,2,4,2,4,4,2,1,4,2,1,4,4,4,4,5,2,4,4,4,4,2,2,2,1,1
"787",20,"1","1","2",5,4,5,3,1,4,1,3,1,1,2,2,4,3,4,4,4,2,4,4,3,4,2,5,2,3,3
"788",20,"1","1","2",4,2,3,1,1,2,3,2,3,4,2,4,2,2,3,4,4,3,2,2,4,2,4,4,2,1,1
"789",20,"2","1","2",4,3,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,1,1,1
"790",20,"2","1","2",4,2,5,4,2,4,2,4,1,4,5,4,4,4,4,4,5,2,4,4,4,5,2,5,4,4,4
"791",21,"1","1","2",5,5,5,3,3,4,3,4,4,5,5,5,1,5,4,5,5,5,5,5,5,5,2,5,3,3,3
"792",18,"2","1","1",3,4,4,3,3,3,1,3,3,1,5,1,3,3,5,3,5,3,3,3,3,4,1,3,4,4,4
"793",19,"2","1","2",4,3,5,4,2,4,3,4,1,1,1,2,2,4,4,3,4,3,4,4,2,4,2,4,1,3,3
"794",27,"4","1","2",3,2,4,3,3,3,1,1,2,2,2,3,3,3,2,4,5,1,4,4,4,4,4,5,4,2,2
"795",20,"2","1","2",5,4,4,2,1,4,1,2,2,4,5,4,5,3,4,4,5,3,5,5,5,4,5,3,2,2,2
"796",22,"2","2","2",5,1,5,3,1,3,1,1,3,3,1,3,5,4,5,3,4,2,4,4,4,5,4,3,3,4,4
"797",20,"1","1","2",5,4,2,3,1,4,2,2,2,2,2,2,3,3,5,5,5,3,4,4,4,4,3,5,4,3,3
"798",19,"2","1","2",4,5,3,1,1,4,2,2,5,4,5,1,4,5,4,5,3,4,4,3,3,5,4,5,5,2,2
"799",19,"1","1","2",3,2,4,4,1,4,1,4,1,1,3,2,2,4,4,2,4,2,2,4,2,4,1,5,2,3,3
"800",21,"1","1","2",4,4,3,4,2,4,3,3,4,2,3,4,3,4,3,4,5,1,4,4,4,5,2,4,5,2,2
"801",25,"1","2","2",2,3,4,2,1,4,2,3,2,2,2,2,2,3,4,3,4,2,4,4,4,4,2,4,3,3,3
"802",55,"2","2","2",4,2,4,2,1,3,2,1,2,1,2,2,2,3,4,4,4,2,3,2,1,3,1,4,2,3,3
"803",21,"1","1","2",4,4,5,4,2,5,3,3,2,4,4,3,4,5,4,4,5,3,4,3,4,5,4,5,5,3,3
"804",20,"2","2","2",4,3,3,2,1,2,1,3,2,2,4,2,3,3,3,3,5,4,4,5,4,4,4,5,3,4,4
"805",50,"2","2","2",3,2,5,2,1,2,3,2,2,1,1,4,4,3,4,4,4,3,4,4,4,4,4,4,2,3,3
"806",19,"1","2","2",4,3,4,3,3,3,3,3,3,4,3,4,4,4,2,4,4,2,4,4,2,5,2,4,3,3,3
"807",20,"1","1","2",4,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2
"808",19,"2","1","2",5,4,1,4,3,3,1,4,1,5,4,4,4,5,4,5,5,5,5,5,4,4,4,3,3,1,1
"809",20,"2","4","2",4,4,4,4,2,4,2,3,4,4,4,5,4,3,4,4,4,4,4,4,4,4,2,3,4,3,3
"810",19,"1","1","2",5,4,4,4,3,4,2,4,5,4,5,5,4,4,4,4,5,2,5,5,5,5,2,5,5,1,1
"811",21,"2","3","2",5,4,4,4,2,5,3,4,2,5,5,4,5,4,3,4,5,4,5,5,5,4,4,5,5,3,3
"812",25,"1","5","2",5,4,4,3,1,3,2,4,2,2,4,3,2,5,5,4,4,2,2,4,2,5,4,5,4,2,2
"813",20,"2","1","2",5,4,4,3,3,4,1,3,1,4,5,2,5,5,1,4,4,3,3,3,3,4,3,4,4,3,3
"814",22,"2","2","2",4,4,5,3,1,4,4,2,2,4,4,4,4,3,3,5,5,2,4,5,4,3,2,4,5,4,4
"815",22,"1","4","2",5,2,1,2,1,1,1,2,1,1,2,1,1,5,5,5,5,1,5,2,5,4,4,2,2,3,3
"816",18,"2","1","2",4,2,4,3,1,2,1,2,1,1,2,4,2,4,5,5,5,4,5,5,5,4,3,2,1,4,4
"817",20,"2","1","2",5,1,4,2,1,5,1,4,1,2,5,2,1,4,5,5,5,5,5,5,5,3,1,4,1,5,5
"818",20,"2","1","2",3,4,4,2,1,3,1,2,4,4,4,2,5,4,4,5,5,5,5,5,5,4,2,4,3,3,3
"819",63,"2","6","2",4,4,4,3,3,3,3,4,3,2,3,2,3,4,4,4,4,2,4,4,4,5,3,4,4,3,3
"820",53,"1","2","2",4,2,4,2,1,4,2,3,2,2,2,2,2,4,4,4,4,4,2,3,3,4,2,4,3,3,3
"821",48,"2","2","2",4,4,4,2,2,5,3,3,2,3,3,3,4,5,4,5,3,3,4,4,4,5,4,4,4,1,1
"822",19,"2","1","1",4,4,3,4,2,3,1,3,1,4,1,1,4,4,3,3,4,3,4,4,4,4,3,3,2,2,2
"823",20,"1","2","2",4,1,4,1,1,4,1,3,1,3,5,4,4,3,4,4,5,1,4,3,4,3,1,5,5,4,4
"824",22,"2","1","2",3,5,5,3,1,3,1,3,3,2,4,2,3,5,5,5,4,3,4,4,4,5,4,3,1,4,4
"825",19,"1","1","2",4,3,5,4,2,4,1,5,2,3,2,3,4,4,5,4,5,2,5,5,4,5,4,4,2,3,3
"826",50,"2","2","2",4,4,3,3,2,4,3,3,4,3,3,4,3,2,4,4,4,3,3,4,4,3,2,3,2,1,1
"827",53,"1","2","2",5,4,4,3,1,4,2,2,4,1,3,1,4,5,4,5,5,1,4,4,4,5,3,5,2,3,3
"828",45,"2","2","2",4,3,5,3,3,4,3,2,2,3,2,2,2,4,4,4,4,3,4,4,3,4,3,4,4,4,4
"829",58,"2","2","2",5,5,4,5,4,5,3,4,1,4,4,4,4,3,5,4,5,4,4,4,4,3,3,4,3,1,1
"830",60,"2","2","2",5,4,5,3,3,5,3,3,4,4,5,3,5,4,4,5,3,3,3,3,3,5,4,4,5,3,3
"831",19,"3","1","2",5,4,4,4,2,5,1,2,3,5,4,5,3,3,3,3,5,4,5,5,5,5,3,5,5,3,3
"832",28,"2","2","2",4,4,2,2,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,1
"833",29,"1","2","2",4,4,5,1,1,4,4,1,3,4,2,3,4,5,5,5,4,2,2,2,2,4,4,5,2,4,4
"834",19,"1","1","1",5,5,4,4,2,5,3,3,2,4,3,4,2,3,5,4,4,1,2,4,4,4,3,5,3,3,3
"835",20,"2","1","2",3,2,4,3,2,3,2,3,2,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,2,2,2
"836",22,"2","1","2",4,2,5,2,2,2,1,2,5,2,5,5,3,4,1,2,4,1,4,4,3,5,3,5,3,4,4
"837",19,"1","2","2",4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,1,1
"838",21,"2","1","2",4,3,3,2,2,4,2,2,2,3,4,4,5,5,4,5,4,3,4,4,3,4,4,4,4,2,2
"839",20,"2","1","2",4,4,5,4,3,5,3,4,3,5,4,4,5,5,5,4,5,4,5,5,4,5,3,5,5,3,3
"840",20,"2","1","2",4,3,4,4,3,4,2,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,3,2,2
"841",58,"1","2","2",4,4,5,2,1,4,3,2,3,2,2,3,3,4,4,4,4,2,4,4,4,4,4,4,2,2,2
"842",54,"2","2","2",3,4,3,3,3,4,3,3,3,2,4,4,4,5,4,4,3,2,3,3,3,4,4,4,4,2,2
"843",19,"2","1","2",4,4,3,4,1,5,3,4,2,4,3,1,4,4,5,5,5,2,4,5,2,5,1,4,4,3,3
"844",19,"2","1","2",5,5,5,3,2,5,2,4,1,4,4,3,4,3,4,4,5,5,5,4,5,5,4,5,3,4,4
"845",19,"2","1","2",4,1,1,1,1,3,1,3,2,2,2,2,3,5,4,2,5,3,4,4,3,4,3,5,3,4,4
"846",19,"1","1","2",4,2,4,4,1,4,1,2,2,1,4,3,2,5,4,4,4,2,4,4,2,4,2,5,4,4,4
"847",20,"2","1","2",4,4,4,4,2,5,2,4,2,3,5,4,5,4,3,4,4,3,4,4,2,4,4,5,2,2,2
"848",19,"1","1","2",5,4,4,4,3,4,4,4,1,4,4,4,4,4,3,4,4,4,4,5,4,4,1,4,4,3,3
"849",22,"2","1","2",4,4,3,4,4,5,2,4,2,2,3,4,4,2,4,4,4,2,4,4,4,2,2,5,3,3,3
